id,eta_th1_SAEM,eta_th2_SAEM,eta_th3_SAEM,eta_th4_SAEM,eta_th1_mean,eta_th2_mean,eta_th3_mean,eta_th4_mean,eta_th1_mode,eta_th2_mode,eta_th3_mode,eta_th4_mode,eta_th1_sd,eta_th2_sd,eta_th3_sd,eta_th4_sd
583,2.06693,0,0,0,2.41655,0,0,0,0.102069,0,0,0,4.64067,0,0,0
584,2.28027,0,0,0,2.06867,0,0,0,0.102069,0,0,0,4.9806,0,0,0
585,2.56673,0,0,0,1.41668,0,0,0,0.102069,0,0,0,4.06029,0,0,0
586,1.6774,0,0,0,1.04024,0,0,0,0.102069,0,0,0,4.95351,0,0,0
587,1.98161,0,0,0,1.90595,0,0,0,0.102068,0,0,0,4.9359,0,0,0
588,2.6826,0,0,0,1.83245,0,0,0,0.102069,0,0,0,4.95736,0,0,0
589,1.86265,0,0,0,1.94388,0,0,0,0.102069,0,0,0,5.13707,0,0,0
590,2.31696,0,0,0,1.86499,0,0,0,0.102069,0,0,0,5.45794,0,0,0
591,-12.3969,0,0,0,-11.6871,0,0,0,-11.9156,0,0,0,1.24156,0,0,0
592,2.28699,0,0,0,2.47475,0,0,0,0.102069,0,0,0,4.50283,0,0,0
593,1.71131,0,0,0,1.40308,0,0,0,0.102069,0,0,0,3.91109,0,0,0
594,3.01705,0,0,0,2.9702,0,0,0,0.102068,0,0,0,5.42632,0,0,0
595,2.52328,0,0,0,3.2274,0,0,0,0.102069,0,0,0,5.23153,0,0,0
596,2.13727,0,0,0,1.54074,0,0,0,0.102069,0,0,0,4.2761,0,0,0
597,-5.9074,0,0,0,-5.83177,0,0,0,-6.31206,0,0,0,1.77959,0,0,0
598,1.82264,0,0,0,1.54564,0,0,0,0.102068,0,0,0,4.61202,0,0,0
599,1.93188,0,0,0,1.90068,0,0,0,0.102069,0,0,0,4.86549,0,0,0
600,1.90531,0,0,0,1.43965,0,0,0,0.102069,0,0,0,4.6198,0,0,0
601,1.49749,0,0,0,3.03761,0,0,0,0.102069,0,0,0,4.59616,0,0,0
602,-6.0374,0,0,0,-5.52156,0,0,0,-6.31206,0,0,0,1.69722,0,0,0
603,1.46746,0,0,0,1.1307,0,0,0,0.102069,0,0,0,4.19406,0,0,0
604,2.6881,0,0,0,1.35794,0,0,0,0.102069,0,0,0,5.05163,0,0,0
605,2.68379,0,0,0,3.30393,0,0,0,0.102069,0,0,0,4.68954,0,0,0
606,1.91069,0,0,0,2.50772,0,0,0,0.102068,0,0,0,5.09551,0,0,0
607,-5.2895,0,0,0,-5.27232,0,0,0,-5.85763,0,0,0,1.50018,0,0,0
608,2.26706,0,0,0,1.43574,0,0,0,0.102068,0,0,0,3.84398,0,0,0
609,2.02014,0,0,0,1.55309,0,0,0,0.102069,0,0,0,4.22485,0,0,0
610,2.02493,0,0,0,2.16535,0,0,0,0.102069,0,0,0,5.1135,0,0,0
611,1.73889,0,0,0,2.2518,0,0,0,0.102069,0,0,0,4.63767,0,0,0
612,3.14198,0,0,0,1.27584,0,0,0,0.102069,0,0,0,4.3226,0,0,0
613,2.62442,0,0,0,0.917027,0,0,0,0.102069,0,0,0,4.62763,0,0,0
614,-16.757,0,0,0,-17.7543,0,0,0,-16.321,0,0,0,2.78806,0,0,0
615,-6.90792,0,0,0,-7.17189,0,0,0,-7.35036,0,0,0,1.08009,0,0,0
616,-5.67741,0,0,0,-5.09692,0,0,0,-5.85763,0,0,0,2.03295,0,0,0
617,2.08747,0,0,0,1.00816,0,0,0,0.102069,0,0,0,5.30046,0,0,0
618,1.6033,0,0,0,1.66155,0,0,0,0.102069,0,0,0,4.27227,0,0,0
619,3.02464,0,0,0,2.02896,0,0,0,0.102069,0,0,0,5.41848,0,0,0
620,2.30027,0,0,0,2.23997,0,0,0,0.102069,0,0,0,5.08259,0,0,0
621,2.51518,0,0,0,3.07509,0,0,0,0.102068,0,0,0,4.99763,0,0,0
622,1.97327,0,0,0,2.22095,0,0,0,0.102069,0,0,0,5.95509,0,0,0
623,2.21199,0,0,0,2.39095,0,0,0,0.102069,0,0,0,5.04635,0,0,0
624,3.18443,0,0,0,3.05688,0,0,0,0.102069,0,0,0,5.48954,0,0,0
625,-8.67423,0,0,0,-8.92924,0,0,0,-8.58391,0,0,0,1.15768,0,0,0
626,1.83425,0,0,0,1.72543,0,0,0,0.102069,0,0,0,5.1404,0,0,0
627,2.25478,0,0,0,1.98723,0,0,0,0.102069,0,0,0,4.74221,0,0,0
628,-5.75355,0,0,0,-5.76035,0,0,0,-5.85763,0,0,0,1.0926,0,0,0
629,1.65919,0,0,0,3.01003,0,0,0,0.102068,0,0,0,5.31012,0,0,0
630,2.52787,0,0,0,2.98193,0,0,0,0.102069,0,0,0,5.13574,0,0,0
631,2.42495,0,0,0,1.97224,0,0,0,0.102069,0,0,0,4.61071,0,0,0
632,2.31069,0,0,0,2.31651,0,0,0,0.102069,0,0,0,4.67763,0,0,0
633,1.96442,0,0,0,0.988949,0,0,0,0.102069,0,0,0,4.22351,0,0,0
634,1.59219,0,0,0,2.43153,0,0,0,0.102069,0,0,0,5.84999,0,0,0
635,1.39571,0,0,0,1.861,0,0,0,0.102069,0,0,0,3.9235,0,0,0
636,2.49105,0,0,0,2.52301,0,0,0,0.102069,0,0,0,5.23982,0,0,0
637,2.10361,0,0,0,1.86566,0,0,0,0.102069,0,0,0,4.82214,0,0,0
638,2.0314,0,0,0,2.72043,0,0,0,0.102068,0,0,0,5.17789,0,0,0
639,-5.70724,0,0,0,-5.08866,0,0,0,-5.85763,0,0,0,1.51375,0,0,0
640,2.23216,0,0,0,2.58356,0,0,0,0.102069,0,0,0,4.54445,0,0,0
641,1.85167,0,0,0,2.59408,0,0,0,0.102069,0,0,0,5.22379,0,0,0
642,-7.38082,0,0,0,-7.48409,0,0,0,-7.35036,0,0,0,1.05623,0,0,0
643,-7.59251,0,0,0,-7.0247,0,0,0,-7.35036,0,0,0,0.769025,0,0,0
644,1.84361,0,0,0,1.6152,0,0,0,0.102069,0,0,0,3.78876,0,0,0
645,1.73739,0,0,0,1.74519,0,0,0,0.102069,0,0,0,4.26973,0,0,0
646,2.53583,0,0,0,1.00516,0,0,0,0.102069,0,0,0,4.97999,0,0,0
647,-10.7564,0,0,0,-10.7853,0,0,0,-10.9099,0,0,0,0.641365,0,0,0
648,1.62506,0,0,0,1.89136,0,0,0,0.102069,0,0,0,4.57319,0,0,0
649,2.10694,0,0,0,2.23378,0,0,0,0.102068,0,0,0,4.73768,0,0,0
650,1.87036,0,0,0,2.54226,0,0,0,0.102069,0,0,0,4.61539,0,0,0
651,-7.14055,0,0,0,-7.39818,0,0,0,-7.35036,0,0,0,0.829484,0,0,0
652,3.35562,0,0,0,1.37049,0,0,0,0.102069,0,0,0,4.22169,0,0,0
653,-5.2991,0,0,0,-5.48834,0,0,0,-5.85763,0,0,0,1.21773,0,0,0
654,2.0182,0,0,0,2.36766,0,0,0,0.102069,0,0,0,4.81141,0,0,0
655,2.14083,0,0,0,1.91754,0,0,0,0.102069,0,0,0,4.77409,0,0,0
656,-5.33604,0,0,0,-5.41136,0,0,0,-5.85763,0,0,0,1.38028,0,0,0
657,2.47349,0,0,0,1.68769,0,0,0,0.102069,0,0,0,4.60016,0,0,0
658,2.3329,0,0,0,1.56136,0,0,0,0.102069,0,0,0,4.8325,0,0,0
659,2.68324,0,0,0,2.82314,0,0,0,0.102069,0,0,0,4.48,0,0,0
660,-5.60719,0,0,0,-5.61119,0,0,0,-5.85763,0,0,0,0.917158,0,0,0
661,-8.02122,0,0,0,-8.00641,0,0,0,-8.07809,0,0,0,1.24198,0,0,0
662,2.87506,0,0,0,1.39981,0,0,0,0.102068,0,0,0,4.83488,0,0,0
663,2.54716,0,0,0,1.43308,0,0,0,0.102069,0,0,0,4.57417,0,0,0
664,-7.36447,0,0,0,-7.23642,0,0,0,-7.35036,0,0,0,1.19545,0,0,0
665,2.41896,0,0,0,0.969251,0,0,0,0.102068,0,0,0,4.48563,0,0,0
666,2.93705,0,0,0,1.68355,0,0,0,0.102069,0,0,0,4.37535,0,0,0
667,2.26452,0,0,0,1.45234,0,0,0,0.102069,0,0,0,4.31006,0,0,0
668,2.46966,0,0,0,1.74241,0,0,0,0.102068,0,0,0,4.32071,0,0,0
669,2.53054,0,0,0,1.91297,0,0,0,0.102069,0,0,0,4.68392,0,0,0
670,2.36309,0,0,0,1.79164,0,0,0,0.102069,0,0,0,4.63653,0,0,0
671,2.79679,0,0,0,1.98275,0,0,0,0.102069,0,0,0,4.42923,0,0,0
672,2.38178,0,0,0,1.87098,0,0,0,0.102069,0,0,0,4.93483,0,0,0
673,-8.65883,0,0,0,-8.19836,0,0,0,-8.5839,0,0,0,0.817718,0,0,0
674,2.67624,0,0,0,1.32714,0,0,0,0.102069,0,0,0,5.19395,0,0,0
675,1.36064,0,0,0,2.13048,0,0,0,0.102069,0,0,0,5.02887,0,0,0
676,1.97852,0,0,0,1.91291,0,0,0,0.102068,0,0,0,4.30499,0,0,0
677,1.93198,0,0,0,1.9143,0,0,0,0.102069,0,0,0,4.86355,0,0,0
678,1.51673,0,0,0,1.41756,0,0,0,0.102069,0,0,0,4.99777,0,0,0
679,-9.83253,0,0,0,-10.1661,0,0,0,-10.1329,0,0,0,1.06122,0,0,0
680,1.44243,0,0,0,2.8527,0,0,0,0.102069,0,0,0,5.05297,0,0,0
681,-12.8109,0,0,0,-12.5283,0,0,0,-12.8018,0,0,0,1.10651,0,0,0
682,2.29264,0,0,0,0.816216,0,0,0,0.102069,0,0,0,4.297,0,0,0
683,2.2259,0,0,0,2.54488,0,0,0,0.102068,0,0,0,5.62407,0,0,0
684,2.75856,0,0,0,1.72102,0,0,0,0.102069,0,0,0,4.39165,0,0,0
685,2.47335,0,0,0,2.38724,0,0,0,0.102069,0,0,0,5.44136,0,0,0
686,2.39283,0,0,0,2.39221,0,0,0,0.102069,0,0,0,4.63452,0,0,0
687,-10.0276,0,0,0,-10.2193,0,0,0,-10.0461,0,0,0,0.595524,0,0,0
688,3.24297,0,0,0,1.84227,0,0,0,0.102069,0,0,0,4.53045,0,0,0
689,1.12095,0,0,0,2.39936,0,0,0,0.102069,0,0,0,5.18617,0,0,0
690,1.55911,0,0,0,2.18331,0,0,0,0.102069,0,0,0,4.54317,0,0,0
691,-13.2563,0,0,0,-13.5226,0,0,0,-12.8018,0,0,0,1.51878,0,0,0
692,1.83456,0,0,0,1.5034,0,0,0,0.102069,0,0,0,4.23593,0,0,0
693,1.73168,0,0,0,2.81227,0,0,0,0.102068,0,0,0,4.96369,0,0,0
694,2.08045,0,0,0,2.24268,0,0,0,0.102069,0,0,0,5.39201,0,0,0
695,2.29817,0,0,0,1.97347,0,0,0,0.102069,0,0,0,4.53101,0,0,0
696,2.19544,0,0,0,2.47286,0,0,0,0.102069,0,0,0,5.85309,0,0,0
697,2.75135,0,0,0,1.92506,0,0,0,0.102069,0,0,0,4.67508,0,0,0
698,2.41686,0,0,0,0.945943,0,0,0,0.102069,0,0,0,4.81944,0,0,0
699,1.67136,0,0,0,3.08953,0,0,0,0.102069,0,0,0,5.03894,0,0,0
700,2.69042,0,0,0,0.843457,0,0,0,0.102069,0,0,0,4.21833,0,0,0
701,2.81673,0,0,0,2.65787,0,0,0,0.102069,0,0,0,4.86516,0,0,0
702,1.86154,0,0,0,2.5179,0,0,0,0.102069,0,0,0,4.69476,0,0,0
703,-6.99983,0,0,0,-7.00278,0,0,0,-7.35036,0,0,0,0.783789,0,0,0
704,1.85992,0,0,0,1.34702,0,0,0,0.102069,0,0,0,4.65189,0,0,0
705,3.20309,0,0,0,2.39518,0,0,0,0.102068,0,0,0,4.87055,0,0,0
706,2.76558,0,0,0,2.49108,0,0,0,0.102068,0,0,0,4.97428,0,0,0
707,2.27944,0,0,0,1.37832,0,0,0,0.102069,0,0,0,4.99316,0,0,0
708,-7.23225,0,0,0,-7.3018,0,0,0,-7.35036,0,0,0,0.695991,0,0,0
709,-10.5296,0,0,0,-11.3136,0,0,0,-10.9211,0,0,0,1.31853,0,0,0
710,2.30512,0,0,0,1.60918,0,0,0,0.102069,0,0,0,4.88916,0,0,0
711,-5.7046,0,0,0,-6.33849,0,0,0,-6.31206,0,0,0,1.00022,0,0,0
712,1.92493,0,0,0,2.40955,0,0,0,0.102068,0,0,0,4.99892,0,0,0
713,2.41259,0,0,0,2.83247,0,0,0,0.102069,0,0,0,4.42022,0,0,0
714,1.72656,0,0,0,2.00248,0,0,0,0.102069,0,0,0,4.82337,0,0,0
715,1.81862,0,0,0,3.74197,0,0,0,0.102068,0,0,0,5.62368,0,0,0
716,2.27718,0,0,0,2.14513,0,0,0,0.102069,0,0,0,5.32681,0,0,0
717,2.9417,0,0,0,1.97682,0,0,0,0.102069,0,0,0,4.88587,0,0,0
718,2.59535,0,0,0,1.98936,0,0,0,0.102069,0,0,0,4.61036,0,0,0
719,1.98097,0,0,0,1.9526,0,0,0,0.102069,0,0,0,5.13654,0,0,0
720,2.44572,0,0,0,2.14705,0,0,0,0.102068,0,0,0,4.78319,0,0,0
721,2.35701,0,0,0,1.90325,0,0,0,0.102069,0,0,0,4.40254,0,0,0
722,2.52254,0,0,0,2.49456,0,0,0,0.102068,0,0,0,5.06466,0,0,0
723,1.77937,0,0,0,2.39502,0,0,0,0.102068,0,0,0,4.26271,0,0,0
724,1.63245,0,0,0,2.3428,0,0,0,0.102069,0,0,0,5.29827,0,0,0
725,2.24523,0,0,0,2.27704,0,0,0,0.102069,0,0,0,4.66392,0,0,0
726,2.19289,0,0,0,2.0831,0,0,0,0.102069,0,0,0,4.34811,0,0,0
727,1.46667,0,0,0,2.53699,0,0,0,0.102069,0,0,0,4.71679,0,0,0
728,1.87931,0,0,0,2.97288,0,0,0,0.102069,0,0,0,4.98767,0,0,0
729,1.32405,0,0,0,2.98338,0,0,0,0.102069,0,0,0,5.27065,0,0,0
730,2.20363,0,0,0,0.876279,0,0,0,0.102069,0,0,0,4.60732,0,0,0
731,2.59279,0,0,0,2.13645,0,0,0,0.102069,0,0,0,4.98141,0,0,0
732,1.47648,0,0,0,3.0833,0,0,0,0.102069,0,0,0,4.89791,0,0,0
733,2.03093,0,0,0,1.9354,0,0,0,0.102069,0,0,0,4.31761,0,0,0
734,2.72172,0,0,0,2.78199,0,0,0,0.102069,0,0,0,5.43751,0,0,0
735,-7.97994,0,0,0,-7.66366,0,0,0,-8.07809,0,0,0,1.08504,0,0,0
736,-9.07024,0,0,0,-8.4608,0,0,0,-8.58391,0,0,0,0.998,0,0,0
737,1.82796,0,0,0,1.67972,0,0,0,0.102069,0,0,0,4.01259,0,0,0
738,1.95874,0,0,0,1.75849,0,0,0,0.102069,0,0,0,4.33323,0,0,0
739,2.34385,0,0,0,2.23349,0,0,0,0.102068,0,0,0,5.20675,0,0,0
740,-12.9017,0,0,0,-12.5033,0,0,0,-12.8018,0,0,0,1.034,0,0,0
741,2.19272,0,0,0,0.239815,0,0,0,0.102069,0,0,0,3.33829,0,0,0
742,-12.0379,0,0,0,-11.8605,0,0,0,-11.7591,0,0,0,0.629974,0,0,0
743,-8.77656,0,0,0,-8.05499,0,0,0,-8.5839,0,0,0,1.14298,0,0,0
744,1.89931,0,0,0,1.96033,0,0,0,0.102069,0,0,0,5.28124,0,0,0
745,2.40103,0,0,0,1.38371,0,0,0,0.102069,0,0,0,4.22332,0,0,0
746,-8.7182,0,0,0,-8.22803,0,0,0,-8.07809,0,0,0,1.21151,0,0,0
747,1.93373,0,0,0,2.6924,0,0,0,0.102069,0,0,0,4.19809,0,0,0
748,1.68508,0,0,0,2.06381,0,0,0,0.102069,0,0,0,4.46087,0,0,0
749,1.65749,0,0,0,2.195,0,0,0,0.102068,0,0,0,4.6752,0,0,0
750,1.03824,0,0,0,0.784588,0,0,0,0.102069,0,0,0,4.36175,0,0,0
751,-13.5209,0,0,0,-12.8395,0,0,0,-12.8018,0,0,0,0.595756,0,0,0
752,1.46558,0,0,0,0.91078,0,0,0,0.102068,0,0,0,4.83806,0,0,0
753,1.97151,0,0,0,1.7146,0,0,0,0.102069,0,0,0,4.26244,0,0,0
754,2.69263,0,0,0,2.6247,0,0,0,0.102069,0,0,0,5.11705,0,0,0
755,-7.652,0,0,0,-7.36766,0,0,0,-8.07809,0,0,0,1.00596,0,0,0
756,2.19942,0,0,0,1.7634,0,0,0,0.102069,0,0,0,4.15764,0,0,0
757,-5.60718,0,0,0,-5.81327,0,0,0,-5.85763,0,0,0,0.965796,0,0,0
758,-7.41575,0,0,0,-7.42638,0,0,0,-7.45494,0,0,0,0.817417,0,0,0
759,2.12248,0,0,0,3.36375,0,0,0,0.102069,0,0,0,5.75863,0,0,0
760,-11.2104,0,0,0,-11.135,0,0,0,-10.9211,0,0,0,0.884119,0,0,0
761,1.7734,0,0,0,2.96233,0,0,0,0.102069,0,0,0,4.87447,0,0,0
762,-8.27599,0,0,0,-8.09593,0,0,0,-8.3939,0,0,0,0.740082,0,0,0
763,2.57302,0,0,0,1.7935,0,0,0,0.102069,0,0,0,4.9594,0,0,0
764,2.35439,0,0,0,3.5044,0,0,0,0.102068,0,0,0,5.13224,0,0,0
765,-8.42192,0,0,0,-8.39631,0,0,0,-8.3939,0,0,0,1.33213,0,0,0
766,-7.97896,0,0,0,-8.16268,0,0,0,-8.07809,0,0,0,0.976741,0,0,0
767,-13.2964,0,0,0,-13.0033,0,0,0,-12.8018,0,0,0,1.10921,0,0,0
768,1.59844,0,0,0,1.63095,0,0,0,0.102069,0,0,0,4.63803,0,0,0
769,1.92873,0,0,0,2.26839,0,0,0,0.102069,0,0,0,4.93934,0,0,0
770,1.27695,0,0,0,2.72466,0,0,0,0.102069,0,0,0,4.91189,0,0,0
771,2.03326,0,0,0,1.58684,0,0,0,0.102069,0,0,0,5.29001,0,0,0
772,1.87284,0,0,0,1.83753,0,0,0,0.102069,0,0,0,4.2672,0,0,0
773,-14.1268,0,0,0,-14.1452,0,0,0,-13.972,0,0,0,1.12798,0,0,0
774,-11.0165,0,0,0,-11.3919,0,0,0,-10.9211,0,0,0,0.837964,0,0,0
775,2.19323,0,0,0,2.23214,0,0,0,0.102069,0,0,0,5.09405,0,0,0
776,2.42056,0,0,0,2.24663,0,0,0,0.102069,0,0,0,4.58856,0,0,0
777,2.03923,0,0,0,1.56101,0,0,0,0.102069,0,0,0,4.07914,0,0,0
778,1.14694,0,0,0,3.15424,0,0,0,0.102069,0,0,0,5.04052,0,0,0
779,1.57403,0,0,0,2.24096,0,0,0,0.102068,0,0,0,5.73168,0,0,0
780,1.65644,0,0,0,1.54789,0,0,0,0.102069,0,0,0,4.87193,0,0,0
781,-5.4355,0,0,0,-5.91766,0,0,0,-5.85763,0,0,0,1.34438,0,0,0
782,1.47343,0,0,0,2.20271,0,0,0,0.102069,0,0,0,5.02474,0,0,0
783,1.95257,0,0,0,2.01938,0,0,0,0.102069,0,0,0,4.16671,0,0,0
784,3.43272,0,0,0,2.47899,0,0,0,0.102069,0,0,0,5.32901,0,0,0
785,-9.41252,0,0,0,-9.41239,0,0,0,-9.26584,0,0,0,1.23212,0,0,0
786,2.23586,0,0,0,1.68231,0,0,0,0.102069,0,0,0,4.6127,0,0,0
787,2.53703,0,0,0,1.72181,0,0,0,0.102069,0,0,0,5.13918,0,0,0
788,2.65932,0,0,0,1.84163,0,0,0,0.102069,0,0,0,4.41899,0,0,0
789,1.66828,0,0,0,2.41662,0,0,0,0.102069,0,0,0,5.06796,0,0,0
790,2.04314,0,0,0,2.18001,0,0,0,0.102069,0,0,0,4.21704,0,0,0
791,1.82147,0,0,0,1.87548,0,0,0,0.102069,0,0,0,5.13943,0,0,0
792,1.71928,0,0,0,1.46083,0,0,0,0.102068,0,0,0,4.43471,0,0,0
793,1.92181,0,0,0,2.41985,0,0,0,0.102069,0,0,0,4.63909,0,0,0
794,1.52511,0,0,0,1.73614,0,0,0,0.102068,0,0,0,4.9001,0,0,0
795,-5.79719,0,0,0,-5.60037,0,0,0,-5.85763,0,0,0,1.57768,0,0,0
796,2.86702,0,0,0,2.01289,0,0,0,0.102069,0,0,0,5.36423,0,0,0
797,1.88615,0,0,0,1.35605,0,0,0,0.102069,0,0,0,5.22743,0,0,0
798,2.66131,0,0,0,2.169,0,0,0,0.102069,0,0,0,4.87161,0,0,0
799,1.62928,0,0,0,1.45767,0,0,0,0.102069,0,0,0,4.25159,0,0,0
800,1.96261,0,0,0,2.22296,0,0,0,0.102069,0,0,0,4.88997,0,0,0
801,-5.49124,0,0,0,-5.58696,0,0,0,-5.85763,0,0,0,1.30822,0,0,0
802,2.66746,0,0,0,1.74272,0,0,0,0.102068,0,0,0,4.57486,0,0,0
803,1.12179,0,0,0,2.10377,0,0,0,0.102068,0,0,0,4.62654,0,0,0
804,-10.7579,0,0,0,-9.93557,0,0,0,-10.0461,0,0,0,0.825902,0,0,0
805,1.13014,0,0,0,3.42932,0,0,0,0.102069,0,0,0,4.42621,0,0,0
806,-8.18721,0,0,0,-8.15908,0,0,0,-7.95363,0,0,0,0.885945,0,0,0
807,-6.25703,0,0,0,-5.76775,0,0,0,-6.31206,0,0,0,1.21482,0,0,0
808,2.05275,0,0,0,2.87853,0,0,0,0.102068,0,0,0,5.28415,0,0,0
809,2.51433,0,0,0,1.52438,0,0,0,0.102068,0,0,0,4.25296,0,0,0
810,1.62065,0,0,0,3.33352,0,0,0,0.102069,0,0,0,5.46527,0,0,0
811,2.11204,0,0,0,1.79898,0,0,0,0.102069,0,0,0,5.12935,0,0,0
812,2.20889,0,0,0,2.82524,0,0,0,0.102069,0,0,0,4.40916,0,0,0
813,2.09637,0,0,0,0.850272,0,0,0,0.102069,0,0,0,3.81815,0,0,0
814,-11.1571,0,0,0,-10.6848,0,0,0,-10.9211,0,0,0,0.527204,0,0,0
815,1.96467,0,0,0,0.794547,0,0,0,0.102069,0,0,0,4.77677,0,0,0
816,-9.70053,0,0,0,-10.163,0,0,0,-10.0461,0,0,0,0.732103,0,0,0
817,2.59598,0,0,0,1.40473,0,0,0,0.102069,0,0,0,4.531,0,0,0
818,-5.63626,0,0,0,-5.51255,0,0,0,-6.31206,0,0,0,1.9036,0,0,0
819,-5.95962,0,0,0,-5.99086,0,0,0,-6.31206,0,0,0,1.07693,0,0,0
820,2.29329,0,0,0,1.99146,0,0,0,0.102069,0,0,0,4.54229,0,0,0
821,-9.89845,0,0,0,-10.552,0,0,0,-10.0461,0,0,0,1.01566,0,0,0
822,2.74751,0,0,0,2.65561,0,0,0,0.102069,0,0,0,4.74068,0,0,0
823,3.49606,0,0,0,2.38274,0,0,0,0.102068,0,0,0,5.05651,0,0,0
824,1.88198,0,0,0,1.87878,0,0,0,0.102069,0,0,0,4.42123,0,0,0
825,2.49334,0,0,0,2.77046,0,0,0,0.102069,0,0,0,5.53287,0,0,0
826,1.04012,0,0,0,2.01923,0,0,0,0.102068,0,0,0,5.24054,0,0,0
827,1.90497,0,0,0,1.5508,0,0,0,0.102069,0,0,0,4.47264,0,0,0
828,-5.78393,0,0,0,-5.86768,0,0,0,-6.31206,0,0,0,1.37424,0,0,0
829,2.52915,0,0,0,2.00357,0,0,0,0.102069,0,0,0,4.27461,0,0,0
830,2.34424,0,0,0,1.51825,0,0,0,0.102069,0,0,0,4.40111,0,0,0
831,2.29549,0,0,0,1.76629,0,0,0,0.102069,0,0,0,4.47522,0,0,0
832,0.87851,0,0,0,1.88718,0,0,0,0.102069,0,0,0,4.14658,0,0,0
833,1.90089,0,0,0,2.53178,0,0,0,0.102069,0,0,0,5.04576,0,0,0
834,2.63524,0,0,0,1.65358,0,0,0,0.102069,0,0,0,3.74259,0,0,0
835,0.910293,0,0,0,2.69056,0,0,0,0.102069,0,0,0,5.29452,0,0,0
836,-10.9452,0,0,0,-11.1227,0,0,0,-10.9211,0,0,0,0.798562,0,0,0
837,1.62553,0,0,0,2.86667,0,0,0,0.102069,0,0,0,4.93592,0,0,0
838,2.80297,0,0,0,2.40622,0,0,0,0.102069,0,0,0,4.79703,0,0,0
839,1.93296,0,0,0,0.897832,0,0,0,0.102069,0,0,0,4.34044,0,0,0
840,2.54953,0,0,0,2.56004,0,0,0,0.102068,0,0,0,5.1081,0,0,0
841,1.10388,0,0,0,2.31086,0,0,0,0.102069,0,0,0,4.09829,0,0,0
842,-6.76173,0,0,0,-6.77429,0,0,0,-6.84251,0,0,0,1.01141,0,0,0
843,2.48704,0,0,0,1.95786,0,0,0,0.102069,0,0,0,4.35814,0,0,0
844,-7.88875,0,0,0,-8.20392,0,0,0,-8.07809,0,0,0,1.17679,0,0,0
845,2.4691,0,0,0,1.23276,0,0,0,0.102069,0,0,0,3.96787,0,0,0
846,0.798333,0,0,0,3.20887,0,0,0,0.102069,0,0,0,5.47136,0,0,0
847,1.92366,0,0,0,0.984913,0,0,0,0.102069,0,0,0,4.86975,0,0,0
848,-11.1539,0,0,0,-10.8382,0,0,0,-10.9211,0,0,0,1.1222,0,0,0
849,2.57603,0,0,0,2.55313,0,0,0,0.102069,0,0,0,4.93946,0,0,0
850,1.95311,0,0,0,2.44645,0,0,0,0.102069,0,0,0,4.56238,0,0,0
851,0.896997,0,0,0,1.15313,0,0,0,0.102068,0,0,0,4.2795,0,0,0
852,-10.1077,0,0,0,-10.1595,0,0,0,-10.1407,0,0,0,0.831589,0,0,0
853,2.93363,0,0,0,1.58071,0,0,0,0.102069,0,0,0,4.69485,0,0,0
854,-8.43132,0,0,0,-8.93331,0,0,0,-8.58391,0,0,0,0.730875,0,0,0
855,2.31839,0,0,0,1.7872,0,0,0,0.102069,0,0,0,4.4481,0,0,0
856,1.64241,0,0,0,2.22497,0,0,0,0.102069,0,0,0,4.19997,0,0,0
857,1.81887,0,0,0,2.38085,0,0,0,0.102069,0,0,0,5.63583,0,0,0
858,2.02536,0,0,0,2.1305,0,0,0,0.102069,0,0,0,4.80768,0,0,0
859,2.4581,0,0,0,2.02262,0,0,0,0.102069,0,0,0,4.18425,0,0,0
860,2.45908,0,0,0,1.81075,0,0,0,0.102069,0,0,0,3.84612,0,0,0
861,2.02221,0,0,0,1.6194,0,0,0,0.102069,0,0,0,4.27107,0,0,0
862,2.61583,0,0,0,2.06577,0,0,0,0.102069,0,0,0,5.98484,0,0,0
863,1.53143,0,0,0,2.6057,0,0,0,0.102069,0,0,0,4.76392,0,0,0
864,1.87003,0,0,0,2.33876,0,0,0,0.102069,0,0,0,4.50731,0,0,0
865,1.7521,0,0,0,2.22114,0,0,0,0.102069,0,0,0,4.38406,0,0,0
866,1.74444,0,0,0,2.21334,0,0,0,0.102068,0,0,0,4.92198,0,0,0
867,-8.21083,0,0,0,-7.63575,0,0,0,-7.95363,0,0,0,1.08051,0,0,0
868,1.68053,0,0,0,1.73418,0,0,0,0.102069,0,0,0,4.48436,0,0,0
869,1.95283,0,0,0,1.37882,0,0,0,0.102069,0,0,0,4.33081,0,0,0
870,1.18684,0,0,0,2.10965,0,0,0,0.102069,0,0,0,4.42488,0,0,0
871,1.92387,0,0,0,0.373344,0,0,0,0.102069,0,0,0,4.56524,0,0,0
872,2.97531,0,0,0,1.85528,0,0,0,0.102069,0,0,0,4.68418,0,0,0
873,3.50572,0,0,0,1.7367,0,0,0,0.102069,0,0,0,5.00491,0,0,0
874,1.92033,0,0,0,1.37952,0,0,0,0.102069,0,0,0,4.79956,0,0,0
875,1.9715,0,0,0,1.26041,0,0,0,0.102069,0,0,0,3.71979,0,0,0
876,2.13308,0,0,0,3.45704,0,0,0,0.102069,0,0,0,5.21548,0,0,0
877,1.68453,0,0,0,2.82679,0,0,0,0.102069,0,0,0,4.70269,0,0,0
878,2.15629,0,0,0,2.96475,0,0,0,0.102069,0,0,0,4.60249,0,0,0
879,-7.55274,0,0,0,-7.36367,0,0,0,-7.35036,0,0,0,0.819133,0,0,0
